hks_t0,hks_t1,hks_t2,hks_t3,hks_t4,hks_t5,hks_t6,hks_t7,hks_t8,hks_t9,hks_t10,hks_t11,hks_t12,hks_t13,hks_t14,hks_t15,hks_t16,hks_t17,hks_t18,hks_t19,hks_t20,hks_t21,hks_t22,hks_t23,hks_t24,hks_t25,hks_t26,hks_t27,hks_t28,hks_t29,hks_t30,hks_t31,target_label
-14.640163,-14.672962,-14.712222,-14.759061,-14.814704,-14.880445,-14.957569,-15.047211,-15.150139,-15.266445,-15.395137,-15.5337305,-15.678032,-15.822448,-15.96109,-16.089533,-16.206295,-16.31297,-16.412848,-16.50917,-16.604168,-16.699163,-16.795107,-16.892992,-16.993958,-17.09918,-17.209688,-17.326193,-17.449018,-17.578104,-17.713018,-17.852966,Shaft
-14.817635,-14.846525,-14.881197,-14.922698,-14.972213,-15.031044,-15.100575,-15.182197,-15.277172,-15.386436,-15.510299,-15.648079,-15.797733,-15.955665,-16.116999,-16.27657,-16.430454,-16.577356,-16.718842,-16.858297,-16.999382,-17.145023,-17.297256,-17.457514,-17.6269,-17.80624,-17.996033,-18.196438,-18.407341,-18.628143,-18.8569,-19.088987,Shaft
-14.817635,-14.846525,-14.881197,-14.922698,-14.972213,-15.031044,-15.100575,-15.182197,-15.277172,-15.386436,-15.510299,-15.648079,-15.797733,-15.955665,-16.116999,-16.27657,-16.430454,-16.577356,-16.718842,-16.858297,-16.999382,-17.145023,-17.297256,-17.457514,-17.6269,-17.80624,-17.996033,-18.196438,-18.407341,-18.628143,-18.8569,-19.088987,Shaft
-14.767925,-14.794556,-14.826545,-14.864884,-14.910707,-14.965286,-15.03002,-15.106386,-15.195884,-15.299909,-15.419593,-15.555587,-15.707805,-15.875218,-16.055769,-16.246536,-16.444204,-16.645666,-16.848507,-17.051115,-17.252447,-17.451777,-17.648602,-17.842741,-18.03444,-18.22437,-18.413523,-18.603096,-18.794472,-18.989336,-19.189793,-19.398354,Soma
-13.41718,-13.434914,-13.456299,-13.482052,-13.513018,-13.550175,-13.594654,-13.647741,-13.710867,-13.785586,-13.873519,-13.976256,-14.095193,-14.231286,-14.384715,-14.554488,-14.738092,-14.931438,-15.129421,-15.327265,-15.52227,-15.714921,-15.908392,-16.106483,-16.310946,-16.519217,-16.723423,-16.911728,-17.072784,-17.201445,-17.301102,-17.380352,Spine
-14.509974,-14.532671,-14.55988,-14.592406,-14.631157,-14.677126,-14.731367,-14.794936,-14.868808,-14.953726,-15.050015,-15.157327,-15.274365,-15.398679,-15.526644,-15.65384,-15.775865,-15.88945,-15.993417,-16.088995,-16.179342,-16.268549,-16.360582,-16.458565,-16.564564,-16.679735,-16.804579,-16.938951,-17.081818,-17.230904,-17.382555,-17.532042,Shaft
-14.28935,-14.299762,-14.31197,-14.326182,-14.3425865,-14.36133,-14.382493,-14.406062,-14.431916,-14.459819,-14.489463,-14.520548,-14.552914,-14.586702,-14.622494,-14.661365,-14.704826,-14.754678,-14.812854,-14.881348,-14.962233,-15.057724,-15.170199,-15.302113,-15.4557295,-15.632601,-15.832689,-16.053074,-16.28645,-16.52024,-16.738077,-16.92497,Spine
-14.269247,-14.286452,-14.307004,-14.331473,-14.360487,-14.394722,-14.434876,-14.481637,-14.535626,-14.597333,-14.667033,-14.744722,-14.8300705,-14.922451,-15.021058,-15.12512,-15.234142,-15.348074,-15.467287,-15.592321,-15.723472,-15.860371,-16.001774,-16.145727,-16.290094,-16.433182,-16.573942,-16.71146,-16.844116,-16.969381,-17.084957,-17.19076,Shaft
-14.70559,-14.71922,-14.735641,-14.755396,-14.779118,-14.807542,-14.841507,-14.881961,-14.929951,-14.986598,-15.053061,-15.130455,-15.219743,-15.321565,-15.436016,-15.562386,-15.698911,-15.842675,-15.989835,-16.136312,-16.278866,-16.416069,-16.548521,-16.678114,-16.806768,-16.935465,-17.063936,-17.190939,-17.31481,-17.434034,-17.547571,-17.654915,Spine
-14.132901,-14.141694,-14.152171,-14.164606,-14.179296,-14.196549,-14.216677,-14.239964,-14.266641,-14.296849,-14.330602,-14.367749,-14.407982,-14.450875,-14.496003,-14.543135,-14.592462,-14.6448,-14.70167,-14.765215,-14.838003,-14.922824,-15.022559,-15.140162,-15.278632,-15.4409,-15.629537,-15.846217,-16.090864,-16.360384,-16.647184,-16.938248,Spine
-14.542389,-14.547614,-14.553904,-14.561462,-14.570532,-14.581393,-14.594373,-14.60985,-14.628262,-14.650112,-14.675985,-14.706555,-14.742615,-14.785086,-14.835057,-14.893797,-14.962756,-15.0435505,-15.137888,-15.247451,-15.373706,-15.517637,-15.6794,-15.857933,-16.050604,-16.253088,-16.459707,-16.664297,-16.861437,-17.04749,-17.220972,-17.38229,Spine
-13.075626,-13.094662,-13.117635,-13.1453285,-13.178671,-13.21875,-13.266835,-13.324394,-13.393106,-13.474866,-13.571766,-13.686065,-13.8201,-13.976142,-14.156137,-14.361284,-14.591378,-14.843894,-15.112909,-15.38836,-15.656657,-15.903786,-16.120472,-16.306257,-16.468912,-16.619623,-16.767761,-16.918177,-17.071075,-17.22327,-17.369783,-17.50565,Spine
-13.863726,-13.889388,-13.920073,-13.956638,-14.000028,-14.05124,-14.11128,-14.181079,-14.261361,-14.352483,-14.454227,-14.565627,-14.684902,-14.809652,-14.937409,-15.066457,-15.196509,-15.32874,-15.464888,-15.605887,-15.750859,-15.897132,-16.041336,-16.180872,-16.31482,-16.44372,-16.568508,-16.689564,-16.806646,-16.91975,-17.03017,-17.14099,Shaft
-13.867909,-13.873998,-13.881323,-13.890123,-13.90068,-13.913318,-13.928419,-13.946425,-13.967851,-13.993291,-14.023448,-14.059152,-14.101391,-14.151365,-14.210536,-14.280682,-14.363953,-14.46291,-14.580529,-14.720174,-14.885485,-15.080163,-15.307502,-15.569511,-15.865364,-16.188992,-16.526375,-16.854946,-17.149446,-17.394472,-17.59273,-17.758966,Spine
-14.764771,-14.789675,-14.819591,-14.855445,-14.898299,-14.949342,-15.009873,-15.081268,-15.164898,-15.262008,-15.373526,-15.499794,-15.640219,-15.792897,-15.954324,-16.119408,-16.282032,-16.436285,-16.578024,-16.705996,-16.82177,-16.928513,-17.029472,-17.127102,-17.22303,-17.318485,-17.414572,-17.51229,-17.61239,-17.715275,-17.820967,-17.929132,Shaft
-13.434752,-13.450588,-13.469717,-13.492806,-13.520646,-13.554177,-13.594505,-13.642933,-13.700982,-13.770416,-13.853274,-13.9518795,-14.068853,-14.20709,-14.369676,-14.559693,-14.779804,-15.031458,-15.313545,-15.62047,-15.940225,-16.254438,-16.543165,-16.793772,-17.006308,-17.189247,-17.351114,-17.496708,-17.6286,-17.749512,-17.862936,-17.972305,Spine
-13.595447,-13.600491,-13.606553,-13.613829,-13.622544,-13.632964,-13.645395,-13.660195,-13.677779,-13.698634,-13.723336,-13.752575,-13.787186,-13.828198,-13.876882,-13.9348,-14.003864,-14.086374,-14.185059,-14.303088,-14.44409,-14.612107,-14.811485,-15.046578,-15.321137,-15.637107,-15.99248,-16.377983,-16.773441,-17.147715,-17.468447,-17.719658,Spine
-15.058699,-15.084463,-15.115329,-15.1522,-15.19608,-15.248065,-15.309294,-15.380881,-15.463802,-15.558722,-15.66576,-15.784236,-15.912416,-16.047445,-16.185575,-16.32284,-16.455986,-16.58322,-16.70431,-16.819956,-16.930996,-17.03798,-17.141273,-17.241394,-17.339184,-17.435692,-17.531849,-17.628183,-17.724707,-17.821028,-17.91657,-18.010849,Shaft
-14.720429,-14.738359,-14.759715,-14.7850485,-14.814955,-14.850047,-14.890926,-14.938127,-14.992048,-15.05287,-15.120462,-15.1943035,-15.273457,-15.356622,-15.442281,-15.528926,-15.615283,-15.700466,-15.78402,-15.865923,-15.946568,-16.02677,-16.107712,-16.190844,-16.277758,-16.370096,-16.469423,-16.577076,-16.694,-16.820654,-16.95698,-17.10241,Shaft
-14.276718,-14.2841215,-14.292971,-14.303516,-14.316035,-14.330827,-14.348206,-14.3684845,-14.391953,-14.418849,-14.449315,-14.483363,-14.520839,-14.561415,-14.60463,-14.650011,-14.697253,-14.74647,-14.798398,-14.854481,-14.916778,-14.98772,-15.06983,-15.165534,-15.277089,-15.406538,-15.555616,-15.725518,-15.916503,-16.12733,-16.354591,-16.592165,Spine
-14.856006,-14.883825,-14.917175,-14.957043,-15.004531,-15.060845,-15.127242,-15.204956,-15.295063,-15.398277,-15.514669,-15.643324,-15.782016,-15.927066,-16.073639,-16.216656,-16.35218,-16.47862,-16.597013,-16.710203,-16.82157,-16.93408,-17.04996,-17.170816,-17.297882,-17.432116,-17.574095,-17.723782,-17.880339,-18.042095,-18.206621,-18.370766,Shaft
-14.522808,-14.546948,-14.575984,-14.610841,-14.652591,-14.702457,-14.761818,-14.832186,-14.915182,-15.012475,-15.125674,-15.256191,-15.405028,-15.572515,-15.757993,-15.959487,-16.173452,-16.394775,-16.617277,-16.834867,-17.04304,-17.239807,-17.425343,-17.600607,-17.766146,-17.921963,-18.068304,-18.206636,-18.34002,-18.472645,-18.608908,-18.752508,Shaft
-14.853926,-14.880073,-14.911487,-14.949144,-14.994166,-15.047814,-15.111478,-15.186643,-15.274825,-15.377477,-15.49583,-15.630706,-15.7822895,-15.949932,-16.132067,-16.326334,-16.529968,-16.740353,-16.95549,-17.174183,-17.395836,-17.619974,-17.845627,-18.070723,-18.291822,-18.504488,-18.704275,-18.888075,-19.055305,-19.208437,-19.352478,-19.49365,Soma
-14.9347105,-14.959058,-14.988211,-15.023014,-15.064409,-15.113416,-15.171096,-15.238492,-15.316523,-15.405841,-15.506636,-15.618423,-15.739854,-15.868663,-16.00187,-16.13629,-16.26924,-16.39907,-16.52517,-16.647354,-16.765093,-16.87711,-16.981672,-17.077402,-17.164083,-17.243042,-17.316908,-17.388948,-17.462322,-17.539642,-17.623032,-17.714544,Shaft
-15.011137,-15.026971,-15.045811,-15.068136,-15.094462,-15.125327,-15.161262,-15.202764,-15.250256,-15.304053,-15.364341,-15.431194,-15.504668,-15.584956,-15.672612,-15.768763,-15.875208,-15.994327,-16.128778,-16.281082,-16.453186,-16.646122,-16.85972,-17.092407,-17.341093,-17.601236,-17.86717,-18.132761,-18.392405,-18.642258,-18.881311,-19.111814,Unsure
-14.1849165,-14.191661,-14.19971,-14.209288,-14.220645,-14.234056,-14.249825,-14.268276,-14.289761,-14.314654,-14.343374,-14.376397,-14.414302,-14.457822,-14.507908,-14.565796,-14.633041,-14.711529,-14.803436,-14.91117,-15.037279,-15.184342,-15.3547735,-15.550456,-15.772071,-16.017939,-16.282377,-16.55401,-16.815607,-17.04801,-17.238369,-17.386822,Spine
-15.022906,-15.045692,-15.072889,-15.105231,-15.14352,-15.188599,-15.241314,-15.302447,-15.372631,-15.452226,-15.541196,-15.638992,-15.744509,-15.856147,-15.972028,-16.090298,-16.209373,-16.327976,-16.444952,-16.559027,-16.66875,-16.772715,-16.86994,-16.960205,-17.044147,-17.123041,-17.198345,-17.271278,-17.34261,-17.412827,-17.482555,-17.55292,Shaft
-13.72016,-13.727544,-13.736455,-13.747197,-13.760134,-13.775693,-13.79438,-13.816795,-13.843638,-13.875738,-13.914071,-13.959791,-14.014269,-14.07914,-14.15635,-14.248215,-14.3574505,-14.487174,-14.640835,-14.822024,-15.034095,-15.279463,-15.558435,-15.867416,-16.196705,-16.529142,-16.84241,-17.117023,-17.345778,-17.535254,-17.698156,-17.845356,Spine
-14.548454,-14.568033,-14.591206,-14.618479,-14.650361,-14.687324,-14.729749,-14.777852,-14.831612,-14.890687,-14.95439,-15.021727,-15.091564,-15.16291,-15.235229,-15.308651,-15.383931,-15.462139,-15.544267,-15.630971,-15.722589,-15.81934,-15.9215355,-16.02966,-16.144255,-16.265633,-16.39352,-16.52677,-16.663359,-16.800728,-16.936392,-17.068539,Spine
-13.588227,-13.597283,-13.608196,-13.621333,-13.637121,-13.656065,-13.678753,-13.705864,-13.738186,-13.776621,-13.822198,-13.876086,-13.939603,-14.014224,-14.101573,-14.203397,-14.321501,-14.457618,-14.613194,-14.7890625,-14.984983,-15.199101,-15.427452,-15.663893,-15.900908,-16.131433,-16.35089,-16.557913,-16.753105,-16.936924,-17.108658,-17.267109,Spine
-14.85704,-14.883042,-14.914273,-14.951696,-14.996417,-15.049672,-15.112819,-15.187293,-15.274547,-15.375931,-15.49254,-15.625002,-15.773238,-15.936265,-16.112118,-16.29802,-16.490833,-16.687681,-16.886456,-17.08599,-17.28591,-17.486359,-17.687826,-17.891083,-18.097147,-18.307224,-18.522558,-18.744287,-18.973381,-19.210682,-19.456978,-19.713001,Soma
-13.847452,-13.866003,-13.888374,-13.91532,-13.947723,-13.986615,-14.033183,-14.088782,-14.154928,-14.233276,-14.325573,-14.43357,-14.558879,-14.702757,-14.865807,-15.047614,-15.246356,-15.458519,-15.67888,-15.900904,-16.117542,-16.322277,-16.510178,-16.678839,-16.828758,-16.962763,-17.084589,-17.197489,-17.303614,-17.40428,-17.500563,-17.593653,Spine
-14.708307,-14.728598,-14.752895,-14.78191,-14.816437,-14.857345,-14.905559,-14.962017,-15.027607,-15.103076,-15.188909,-15.285188,-15.391455,-15.506626,-15.628989,-15.756339,-15.886221,-16.016186,-16.143972,-16.267624,-16.38562,-16.497166,-16.60253,-16.703241,-16.80196,-16.90202,-17.006824,-17.119322,-17.241686,-17.375225,-17.520407,-17.676939,Shaft
-13.684034,-13.720381,-13.764088,-13.816529,-13.879278,-13.954087,-14.042857,-14.147542,-14.269979,-14.4115925,-14.572935,-14.753021,-14.948536,-15.153183,-15.35777,-15.551766,-15.726365,-15.877584,-16.007172,-16.120813,-16.225414,-16.327242,-16.43127,-16.541195,-16.659552,-16.787767,-16.926174,-17.07414,-17.230425,-17.393682,-17.562912,-17.737602,Spine
-14.376254,-14.401346,-14.431308,-14.46695,-14.509157,-14.558851,-14.6169405,-14.684231,-14.761302,-14.848336,-14.944925,-15.049894,-15.161221,-15.276182,-15.391805,-15.505542,-15.615946,-15.722934,-15.827537,-15.931346,-16.036053,-16.143246,-16.254295,-16.370174,-16.491198,-16.616867,-16.745869,-16.876213,-17.00543,-17.13086,-17.250093,-17.361593,Unsure
-14.097421,-14.103548,-14.110954,-14.119902,-14.1307,-14.143723,-14.159409,-14.178281,-14.200954,-14.228156,-14.260737,-14.299692,-14.34618,-14.401546,-14.467336,-14.545316,-14.637464,-14.745944,-14.873032,-15.020967,-15.191689,-15.38642,-15.6050205,-15.84509,-16.100983,-16.363214,-16.6192,-16.856054,-17.064692,-17.242655,-17.393854,-17.525888,Spine
-14.24302,-14.251381,-14.261454,-14.27357,-14.28812,-14.305561,-14.326417,-14.351293,-14.380872,-14.415923,-14.457294,-14.505909,-14.562748,-14.628822,-14.70512,-14.792533,-14.891729,-15.002986,-15.125986,-15.259629,-15.4019575,-15.550321,-15.701892,-15.854466,-16.00721,-16.160793,-16.316574,-16.474928,-16.633654,-16.787477,-16.929451,-17.053846,Spine
-14.679972,-14.687173,-14.695664,-14.705622,-14.717221,-14.73063,-14.745994,-14.763427,-14.783002,-14.8047495,-14.828678,-14.854813,-14.883268,-14.914344,-14.948613,-14.986999,-15.030775,-15.081527,-15.141065,-15.211358,-15.294516,-15.392779,-15.50852,-15.644154,-15.801948,-15.983678,-16.190039,-16.419779,-16.66859,-16.928125,-17.186098,-17.428698,Spine
-14.447979,-14.454874,-14.463178,-14.4731655,-14.485161,-14.499544,-14.516757,-14.537315,-14.56182,-14.590966,-14.625562,-14.66655,-14.71503,-14.772289,-14.839832,-14.919398,-15.012964,-15.122716,-15.25097,-15.400031,-15.5719385,-15.768044,-15.9883375,-16.23044,-16.488392,-16.751736,-17.006142,-17.236868,-17.434404,-17.598276,-17.735474,-17.855343,Spine
-14.85175,-14.88076,-14.915558,-14.957183,-15.006804,-15.065701,-15.13521,-15.216654,-15.311182,-15.419558,-15.541833,-15.676964,-15.822432,-15.974089,-16.126537,-16.274244,-16.413164,-16.541971,-16.661991,-16.775848,-16.885891,-16.993433,-17.09896,-17.202713,-17.305054,-17.406467,-17.507343,-17.60778,-17.707582,-17.80638,-17.903826,-17.99977,Spine
-14.936514,-14.964841,-14.998796,-15.039382,-15.087721,-15.145034,-15.212603,-15.29168,-15.383373,-15.488432,-15.60699,-15.738247,-15.880172,-16.029406,-16.181536,-16.331871,-16.476524,-16.613203,-16.741222,-16.860838,-16.972548,-17.076887,-17.174585,-17.266682,-17.354443,-17.439178,-17.52213,-17.60438,-17.686842,-17.77025,-17.855196,-17.942127,Shaft
-13.231271,-13.244374,-13.260191,-13.279264,-13.302242,-13.329889,-13.363111,-13.40297,-13.450717,-13.507814,-13.575967,-13.657153,-13.753646,-13.868012,-14.003062,-14.161674,-14.346425,-14.558881,-14.798366,-15.060167,-15.333599,-15.601511,-15.844132,-16.047909,-16.213047,-16.351486,-16.477547,-16.600752,-16.724524,-16.848099,-16.968761,-17.083635,Spine
-14.679279,-14.687031,-14.696385,-14.707662,-14.721238,-14.737559,-14.757145,-14.780599,-14.808615,-14.841985,-14.881599,-14.928446,-14.983592,-15.048164,-15.123301,-15.210073,-15.309368,-15.421715,-15.547063,-15.684534,-15.832235,-15.987283,-16.1462,-16.305742,-16.46384,-16.620058,-16.77509,-16.92951,-17.08264,-17.232265,-17.375383,-17.509384,Spine
-13.919575,-13.931142,-13.944974,-13.961458,-13.9810295,-14.004151,-14.031306,-14.062963,-14.099536,-14.141324,-14.188431,-14.240677,-14.297529,-14.358074,-14.421098,-14.485325,-14.549816,-14.614442,-14.680245,-14.7495,-14.825412,-14.911612,-15.011722,-15.129122,-15.266904,-15.427764,-15.613629,-15.824861,-16.058922,-16.308702,-16.56131,-16.799316,Spine
-15.119006,-15.122697,-15.127069,-15.132221,-15.138259,-15.145285,-15.153398,-15.16268,-15.173191,-15.184958,-15.197973,-15.212191,-15.227543,-15.243959,-15.261398,-15.279872,-15.299458,-15.320278,-15.342465,-15.366119,-15.391308,-15.418123,-15.446794,-15.477806,-15.511995,-15.550559,-15.595,-15.647039,-15.70854,-15.781475,-15.867942,-15.970172,Spine
-14.594759,-14.614314,-14.637468,-14.664728,-14.696591,-14.7335005,-14.775771,-14.823489,-14.8763895,-14.933725,-14.994163,-15.05579,-15.116315,-15.173528,-15.22594,-15.2733965,-15.317292,-15.360229,-15.405268,-15.455213,-15.51225,-15.578028,-15.653895,-15.741093,-15.840775,-15.953887,-16.080933,-16.22163,-16.374546,-16.536856,-16.704422,-16.872345,Spine
-15.059384,-15.080432,-15.105661,-15.135822,-15.171755,-15.214384,-15.264693,-15.323675,-15.392253,-15.47116,-15.560764,-15.660847,-15.770357,-15.887206,-16.008219,-16.12938,-16.24644,-16.35578,-16.455105,-16.543701,-16.622112,-16.691633,-16.753939,-16.81094,-16.864676,-16.917152,-16.970123,-17.024897,-17.082222,-17.142319,-17.205055,-17.27023,Shaft
-14.85704,-14.883042,-14.914273,-14.951696,-14.996417,-15.049672,-15.112819,-15.187293,-15.274547,-15.375931,-15.49254,-15.625002,-15.773238,-15.936265,-16.112118,-16.29802,-16.490833,-16.687681,-16.886456,-17.08599,-17.28591,-17.486359,-17.687826,-17.891083,-18.097147,-18.307224,-18.522558,-18.744287,-18.973381,-19.210682,-19.456978,-19.713001,Soma
-14.885283,-14.911412,-14.942805,-14.980444,-15.025448,-15.079082,-15.142739,-15.217909,-15.306115,-15.408812,-15.527232,-15.662183,-15.8138075,-15.981362,-16.163088,-16.356297,-16.557718,-16.764051,-16.972513,-17.1812,-17.389214,-17.596666,-17.804615,-18.01486,-18.229631,-18.451185,-18.681524,-18.9223,-19.174906,-19.44068,-19.721054,-20.01748,Soma
-15.143372,-15.170441,-15.202989,-15.2420435,-15.28879,-15.344567,-15.410863,-15.489276,-15.58146,-15.689008,-15.813285,-15.9552,-16.114912,-16.291536,-16.482964,-16.685919,-16.89642,-17.110537,-17.32518,-17.538496,-17.749718,-17.95874,-18.165813,-18.371578,-18.577341,-18.785297,-18.99848,-19.220392,-19.454462,-19.703543,-19.969616,-20.253683,Soma
-14.842295,-14.870315,-14.90391,-14.9440775,-14.991937,-15.048705,-15.115656,-15.194042,-15.284952,-15.389105,-15.506556,-15.636336,-15.776118,-15.92206,-16.069124,-16.212059,-16.346844,-16.471903,-16.588251,-16.698458,-16.80524,-16.910574,-17.015574,-17.12084,-17.226814,-17.334,-17.443064,-17.554832,-17.67023,-17.790176,-17.915443,-18.04655,Shaft
-14.526771,-14.530079,-14.534041,-14.538775,-14.544415,-14.551113,-14.559038,-14.5683775,-14.579336,-14.59214,-14.607034,-14.624291,-14.644228,-14.66722,-14.693736,-14.724381,-14.75994,-14.801424,-14.85011,-14.907555,-14.975591,-15.056308,-15.152011,-15.265158,-15.398218,-15.553409,-15.732178,-15.934355,-16.156887,-16.392397,-16.628422,-16.849121,Spine
-14.862761,-14.8883915,-14.91919,-14.956123,-15.000296,-15.052954,-15.1154785,-15.189352,-15.276102,-15.377206,-15.493953,-15.627257,-15.777449,-15.94407,-16.125793,-16.320528,-16.525774,-16.739157,-16.958876,-17.183876,-17.41368,-17.64807,-17.886827,-18.129627,-18.376081,-18.625933,-18.879349,-19.137213,-19.401243,-19.673904,-19.958166,-20.257229,Soma
-14.723971,-14.747273,-14.775178,-14.8084955,-14.848132,-14.895074,-14.950356,-15.015008,-15.089962,-15.175925,-15.273199,-15.381473,-15.499611,-15.625513,-15.756141,-15.887799,-16.01667,-16.139471,-16.253996,-16.359365,-16.455954,-16.54505,-16.628403,-16.707706,-16.784172,-16.85819,-16.929192,-16.995842,-17.056667,-17.110886,-17.158941,-17.20241,Shaft
-14.892979,-14.907133,-14.923984,-14.943964,-14.967537,-14.995183,-15.02737,-15.064521,-15.106954,-15.154827,-15.208075,-15.266354,-15.329036,-15.395257,-15.464045,-15.534496,-15.605955,-15.678095,-15.750905,-15.824605,-15.89961,-15.976596,-16.056637,-16.141277,-16.23246,-16.332254,-16.442429,-16.563932,-16.696379,-16.837624,-16.983662,-17.129112,Shaft
-15.0298605,-15.051125,-15.076474,-15.106575,-15.142143,-15.183924,-15.232641,-15.288933,-15.353262,-15.42579,-15.50626,-15.5938835,-15.687312,-15.784741,-15.884188,-15.983876,-16.08262,-16.18,-16.276302,-16.372293,-16.469055,-16.567894,-16.670341,-16.778078,-16.892828,-17.016209,-17.14962,-17.29421,-17.450907,-17.620386,-17.802834,-17.997274,Shaft
-15.18427,-15.198463,-15.215383,-15.235475,-15.259226,-15.287152,-15.319772,-15.357578,-15.400993,-15.450313,-15.505643,-15.566849,-15.633512,-15.70493,-15.78016,-15.858096,-15.937559,-16.017366,-16.096384,-16.173574,-16.248104,-16.319466,-16.387636,-16.453186,-16.517303,-16.581722,-16.64853,-16.719906,-16.797895,-16.884207,-16.980093,-17.086252,Shaft
-14.672674,-14.676501,-14.681103,-14.686624,-14.693235,-14.701139,-14.710565,-14.721778,-14.735084,-14.750835,-14.769436,-14.791357,-14.817142,-14.8474245,-14.882943,-14.924542,-14.973177,-15.029894,-15.095813,-15.172078,-15.259813,-15.360041,-15.473588,-15.600932,-15.742,-15.895905,-16.060713,-16.233315,-16.409565,-16.584751,-16.7543,-16.914589,Spine
-14.811992,-14.830017,-14.851548,-14.877178,-14.907558,-14.94338,-14.98535,-15.034135,-15.090298,-15.154196,-15.225875,-15.304943,-15.390499,-15.481141,-15.575111,-15.670615,-15.766215,-15.861156,-15.955444,-16.04963,-16.144415,-16.240278,-16.337282,-16.435095,-16.533178,-16.631016,-16.728273,-16.824923,-16.921335,-17.018414,-17.11764,-17.22103,Shaft
-14.500154,-14.504242,-14.509171,-14.515104,-14.522239,-14.530801,-14.541059,-14.553319,-14.567941,-14.585331,-14.605956,-14.630346,-14.659103,-14.692906,-14.732524,-14.778824,-14.832776,-14.895456,-14.968034,-15.051746,-15.147865,-15.257641,-15.382224,-15.522559,-15.679204,-15.852039,-16.039806,-16.239487,-16.44567,-16.650341,-16.843895,-17.01788,Spine
-14.862748,-14.889772,-14.922228,-14.961113,-15.007561,-15.062828,-15.128266,-15.205256,-15.295096,-15.398809,-15.516868,-15.648816,-15.792842,-15.945443,-16.101473,-16.254883,-16.400232,-16.534399,-16.657364,-16.771513,-16.879995,-16.985367,-17.089153,-17.19204,-17.294207,-17.39555,-17.495825,-17.59477,-17.692247,-17.78837,-17.883633,-17.978994,Shaft
-13.5556755,-13.584752,-13.619753,-13.661808,-13.712223,-13.772485,-13.844253,-13.929322,-14.029545,-14.146693,-14.282217,-14.436887,-14.610303,-14.800323,-15.002593,-15.21056,-15.416352,-15.612614,-15.794443,-15.960153,-16.110344,-16.246248,-16.368608,-16.477478,-16.572565,-16.65378,-16.721876,-16.778837,-16.827671,-16.871637,-16.913422,-16.954887,Spine
-14.142431,-14.159906,-14.180917,-14.206125,-14.236294,-14.27229,-14.315071,-14.365671,-14.425157,-14.494545,-14.574685,-14.666059,-14.768507,-14.880885,-15.000688,-15.123821,-15.2448015,-15.357694,-15.457836,-15.543678,-15.617609,-15.685098,-15.752768,-15.826684,-15.911645,-16.011332,-16.128761,-16.266586,-16.427084,-16.61183,-16.821054,-17.052689,Spine
-14.796193,-14.827161,-14.864291,-14.908683,-14.961562,-15.024256,-15.098137,-15.184515,-15.28446,-15.398532,-15.526403,-15.666411,-15.815172,-15.967538,-16.117281,-16.258654,-16.388329,-16.506493,-16.616266,-16.721865,-16.826866,-16.933441,-17.042393,-17.153463,-17.265593,-17.377247,-17.486866,-17.593454,-17.696968,-17.798296,-17.898796,-17.999716,Shaft
-14.615088,-14.619374,-14.624509,-14.630647,-14.637963,-14.646659,-14.656958,-14.669109,-14.683393,-14.700111,-14.7196045,-14.742251,-14.768484,-14.798807,-14.833819,-14.874245,-14.920943,-14.974934,-15.037385,-15.109597,-15.192956,-15.288842,-15.398483,-15.522709,-15.661616,-15.814169,-15.977865,-16.148672,-16.321512,-16.491455,-16.655275,-16.812563,Spine
-14.472323,-14.485978,-14.502272,-14.52165,-14.544601,-14.571653,-14.603355,-14.640263,-14.682899,-14.731741,-14.787182,-14.84953,-14.9190445,-14.996009,-15.080867,-15.174354,-15.277589,-15.392026,-15.519219,-15.660419,-15.81605,-15.98511,-16.164581,-16.349018,-16.530794,-16.701557,-16.854982,-16.98948,-17.108755,-17.21948,-17.327818,-17.437151,Shaft
-14.424215,-14.457144,-14.496654,-14.543927,-14.600292,-14.6671915,-14.746119,-14.838508,-14.945526,-15.067764,-15.204783,-15.354568,-15.513037,-15.673995,-15.830039,-15.9746475,-16.104685,-16.2216,-16.330248,-16.43622,-16.54366,-16.65457,-16.76926,-16.887047,-17.006788,-17.12728,-17.247526,-17.366848,-17.48482,-17.60121,-17.716105,-17.83024,Shaft
-14.7564125,-14.7723,-14.791279,-14.813878,-14.840679,-14.872309,-14.909416,-14.952642,-15.002563,-15.059631,-15.124085,-15.19587,-15.274559,-15.359314,-15.448924,-15.541909,-15.636707,-15.731881,-15.826305,-15.919271,-16.01051,-16.100128,-16.188538,-16.27648,-16.36511,-16.45603,-16.55107,-16.651844,-16.759268,-16.873272,-16.992859,-17.116537,Shaft
-14.958353,-14.976064,-14.997321,-15.022777,-15.053177,-15.08936,-15.132252,-15.182848,-15.242184,-15.311281,-15.391076,-15.482319,-15.585447,-15.70044,-15.826661,-15.96268,-16.10611,-16.253475,-16.40023,-16.541134,-16.671185,-16.78703,-16.888222,-16.977448,-17.059357,-17.138712,-17.218962,-17.301847,-17.38783,-17.476763,-17.568344,-17.662243,Neck
-14.683267,-14.700114,-14.72026,-14.744271,-14.772784,-14.806488,-14.8461075,-14.892374,-14.945977,-15.007505,-15.077373,-15.155742,-15.242474,-15.337118,-15.438975,-15.547226,-15.6611,-15.779999,-15.90351,-16.03129,-16.162882,-16.297539,-16.434156,-16.571302,-16.707354,-16.840672,-16.9698,-17.09361,-17.211342,-17.322613,-17.427519,-17.52675,Shaft
