hks_t0,hks_t1,hks_t2,hks_t3,hks_t4,hks_t5,hks_t6,hks_t7,hks_t8,hks_t9,hks_t10,hks_t11,hks_t12,hks_t13,hks_t14,hks_t15,hks_t16,hks_t17,hks_t18,hks_t19,hks_t20,hks_t21,hks_t22,hks_t23,hks_t24,hks_t25,hks_t26,hks_t27,hks_t28,hks_t29,hks_t30,hks_t31,target_label
-15.245625,-15.261452,-15.280342,-15.30281,-15.329416,-15.360762,-15.397458,-15.440094,-15.489184,-15.545099,-15.607993,-15.67773,-15.753838,-15.83552,-15.921745,-16.011414,-16.10355,-16.197466,-16.292807,-16.389503,-16.487667,-16.587482,-16.689148,-16.792841,-16.898718,-17.006952,-17.117775,-17.23152,-17.348621,-17.469612,-17.595068,-17.725515,Shaft
-13.672671,-13.679575,-13.687888,-13.697885,-13.709886,-13.72427,-13.741479,-13.762023,-13.786502,-13.815608,-13.850152,-13.891088,-13.939541,-13.99686,-14.064658,-14.144876,-14.23983,-14.352251,-14.485291,-14.642473,-14.827557,-15.04422,-15.295463,-15.582491,-15.902818,-16.247492,-16.598412,-16.929207,-17.214415,-17.443762,-17.626709,-17.781414,Spine
-13.605007,-13.616347,-13.630036,-13.646543,-13.666422,-13.690329,-13.719028,-13.753415,-13.794516,-13.843507,-13.90172,-13.970638,-14.051898,-14.147267,-14.258622,-14.387897,-14.537007,-14.707718,-14.901391,-15.11853,-15.358003,-15.615889,-15.884255,-16.15081,-16.400959,-16.62276,-16.81195,-16.972584,-17.112844,-17.240257,-17.359612,-17.473366,Spine
-14.844307,-14.869909,-14.900654,-14.937487,-14.981489,-15.033873,-15.095961,-15.169156,-15.254865,-15.354396,-15.468801,-15.598671,-15.743913,-15.903566,-16.075745,-16.25781,-16.446836,-16.640182,-16.83598,-17.033241,-17.231688,-17.431448,-17.63291,-17.836689,-18.043705,-18.255224,-18.472885,-18.698671,-18.934835,-19.18378,-19.447859,-19.728914,Soma
-13.676299,-13.691936,-13.710798,-13.733525,-13.760868,-13.793706,-13.833056,-13.880086,-13.936111,-14.002588,-14.081086,-14.173228,-14.280597,-14.404585,-14.5461855,-14.705726,-14.882572,-15.074917,-15.279785,-15.493426,-15.712043,-15.932475,-16.152285,-16.369074,-16.579805,-16.781128,-16.970798,-17.148813,-17.316866,-17.476551,-17.628023,-17.77029,Spine
-14.872233,-14.8980255,-14.929011,-14.966154,-15.010554,-15.063454,-15.126217,-15.200298,-15.287179,-15.388262,-15.50472,-15.637286,-15.786023,-15.950086,-16.127598,-16.31572,-16.510948,-16.709618,-16.908356,-17.104387,-17.2957,-17.481245,-17.661146,-17.836731,-18.01015,-18.183723,-18.359232,-18.53758,-18.71886,-18.902834,-19.089592,-19.280094,Soma
-14.85175,-14.88076,-14.915558,-14.957183,-15.006804,-15.065701,-15.13521,-15.216654,-15.311182,-15.419558,-15.541833,-15.676964,-15.822432,-15.974089,-16.126537,-16.274244,-16.413164,-16.541971,-16.661991,-16.775848,-16.885891,-16.993433,-17.09896,-17.202713,-17.305054,-17.406467,-17.507343,-17.60778,-17.707582,-17.80638,-17.903826,-17.99977,Shaft
-14.120719,-14.127269,-14.135153,-14.144627,-14.1559925,-14.169601,-14.185862,-14.205242,-14.228282,-14.255592,-14.287873,-14.325912,-14.370602,-14.422936,-14.484024,-14.5550785,-14.637397,-14.732337,-14.841269,-14.965508,-15.106201,-15.264077,-15.438995,-15.629215,-15.830487,-16.035433,-16.23413,-16.41675,-16.577648,-16.71812,-16.845257,-16.967846,Spine
-14.8603735,-14.886021,-14.916819,-14.953717,-14.997801,-15.0502825,-15.112492,-15.185837,-15.271732,-15.3715,-15.486211,-15.6164875,-15.762293,-15.922756,-16.096138,-16.280031,-16.471827,-16.669289,-16.870974,-17.076256,-17.285017,-17.497244,-17.71278,-17.931288,-18.152369,-18.375732,-18.601341,-18.82949,-19.060753,-19.295816,-19.53524,-19.779099,Soma
-14.879538,-14.905242,-14.936128,-14.973159,-15.017442,-15.07022,-15.132871,-15.206863,-15.293707,-15.394846,-15.511515,-15.644538,-15.794105,-15.959548,-16.139229,-16.330618,-16.530617,-16.73605,-16.944103,-17.15253,-17.35966,-17.564415,-17.76649,-17.966593,-18.16649,-18.368803,-18.576574,-18.792847,-19.020393,-19.261677,-19.518835,-19.793507,Soma
-13.732051,-13.740452,-13.750462,-13.762345,-13.77639,-13.792898,-13.812177,-13.834522,-13.860194,-13.889393,-13.922236,-13.95875,-13.998884,-14.042585,-14.08991,-14.141203,-14.197282,-14.25958,-14.330171,-14.411671,-14.507065,-14.61954,-14.752393,-14.908973,-15.092587,-15.306238,-15.552062,-15.830328,-16.137804,-16.465488,-16.7965,-17.106646,Spine
-13.496915,-13.510344,-13.526561,-13.546127,-13.569712,-13.598106,-13.632246,-13.673233,-13.72236,-13.7811365,-13.851322,-13.934954,-14.034373,-14.152245,-14.291537,-14.455441,-14.647163,-14.869504,-15.1241255,-15.410367,-15.723603,-16.053446,-16.382942,-16.690796,-16.957806,-17.174532,-17.343977,-17.477423,-17.588049,-17.686758,-17.78097,-17.875061,Spine
-14.2694435,-14.284707,-14.302835,-14.324267,-14.349464,-14.378886,-14.41296,-14.452032,-14.49631,-14.545793,-14.600209,-14.658986,-14.721261,-14.785991,-14.852135,-14.918894,-14.985933,-15.053503,-15.122433,-15.1940155,-15.269843,-15.351638,-15.441087,-15.539696,-15.648624,-15.768425,-15.898656,-16.037403,-16.181023,-16.324545,-16.46312,-16.594206,Shaft
-14.683964,-14.700832,-14.720964,-14.744909,-14.773264,-14.8066635,-14.845756,-14.891154,-14.943386,-15.002812,-15.069541,-15.143349,-15.223631,-15.309427,-15.399539,-15.492752,-15.588094,-15.685025,-15.783488,-15.8838005,-15.986465,-16.091995,-16.200787,-16.313036,-16.428625,-16.54694,-16.666712,-16.785925,-16.901894,-17.011507,-17.111631,-17.199718,Shaft
-13.170976,-13.180088,-13.190999,-13.204033,-13.219561,-13.238004,-13.25984,-13.285605,-13.315906,-13.351428,-13.392966,-13.441453,-13.498014,-13.564032,-13.641202,-13.731592,-13.83765,-13.962184,-14.108273,-14.279102,-14.477664,-14.706196,-14.965197,-15.251864,-15.558058,-15.868673,-16.162773,-16.419933,-16.629396,-16.79342,-16.921345,-17.022108,Spine
-14.267751,-14.273824,-14.281138,-14.289934,-14.300496,-14.313153,-14.32829,-14.346351,-14.367844,-14.393351,-14.4235325,-14.459138,-14.501009,-14.550094,-14.60744,-14.674191,-14.751556,-14.84074,-14.94285,-15.058736,-15.188795,-15.332695,-15.489047,-15.655058,-15.8263,-15.996863,-16.160118,-16.310041,-16.442564,-16.556278,-16.652344,-16.734007,Spine
-14.808482,-14.835038,-14.866961,-14.905253,-14.95107,-15.005717,-15.070641,-15.147396,-15.237591,-15.342781,-15.464319,-15.603146,-15.759536,-15.932856,-16.121405,-16.322474,-16.532686,-16.748554,-16.967052,-17.185925,-17.403711,-17.619658,-17.833658,-18.046242,-18.258415,-18.471395,-18.68633,-18.904148,-19.12552,-19.350758,-19.579464,-19.810047,Soma
-14.401559,-14.405848,-14.411033,-14.417296,-14.424858,-14.433976,-14.44496,-14.458172,-14.47404,-14.493062,-14.515817,-14.542971,-14.575283,-14.613608,-14.658899,-14.712193,-14.774599,-14.847276,-14.931384,-15.028035,-15.138209,-15.262644,-15.401686,-15.555126,-15.722074,-15.900976,-16.089867,-16.286758,-16.489887,-16.6974,-16.906578,-17.113356,Spine
-13.603112,-13.631559,-13.66575,-13.706752,-13.755788,-13.814226,-13.883561,-13.965359,-14.061157,-14.17231,-14.299739,-14.443615,-14.602997,-14.775553,-14.957581,-15.1445265,-15.331973,-15.516532,-15.695847,-15.867557,-16.028328,-16.174448,-16.304089,-16.41926,-16.525507,-16.629599,-16.737188,-16.85173,-16.974554,-17.105324,-17.242481,-17.383694,Spine
-13.520673,-13.532209,-13.546144,-13.562956,-13.5832205,-13.607613,-13.636925,-13.672082,-13.714154,-13.76436,-13.824073,-13.894807,-13.978184,-14.0758705,-14.189467,-14.320329,-14.469307,-14.636403,-14.820387,-15.018481,-15.226362,-15.438737,-15.650602,-15.85872,-16.062233,-16.261536,-16.455614,-16.639507,-16.804167,-16.940088,-17.04308,-17.11728,Spine
-14.976052,-14.995001,-15.017598,-15.044443,-15.076189,-15.113517,-15.157107,-15.207583,-15.265446,-15.330977,-15.404155,-15.484565,-15.571386,-15.663458,-15.759451,-15.858108,-15.958437,-16.05976,-16.161617,-16.2637,-16.365894,-16.468435,-16.571882,-16.67685,-16.783634,-16.892082,-17.0018,-17.112514,-17.224308,-17.337635,-17.45318,-17.571686,Shaft
-14.885318,-14.910619,-14.941,-14.977398,-15.020878,-15.072638,-15.133984,-15.206299,-15.290975,-15.389304,-15.502326,-15.630627,-15.774117,-15.93184,-16.101894,-16.281582,-16.4678,-16.65758,-16.848524,-17.038975,-17.227934,-17.414898,-17.599789,-17.782898,-17.96483,-18.146393,-18.328545,-18.512428,-18.699501,-18.891663,-19.091328,-19.30137,Soma
-14.849583,-14.875201,-14.905967,-14.94283,-14.986874,-15.039313,-15.1014805,-15.174785,-15.260646,-15.36039,-15.47509,-15.605367,-15.7511635,-15.91156,-16.084707,-16.268011,-16.458574,-16.65379,-16.851837,-17.051825,-17.253586,-17.45737,-17.663576,-17.872622,-18.084915,-18.30085,-18.520798,-18.745087,-18.973907,-19.207266,-19.445017,-19.687057,Soma
-14.848189,-14.874002,-14.905004,-14.94215,-14.986537,-15.039391,-15.102055,-15.175953,-15.262522,-15.363098,-15.4787655,-15.610146,-15.757167,-15.918866,-16.093323,-16.277819,-16.469294,-16.664923,-16.86262,-17.061172,-17.260084,-17.459316,-17.65913,-17.860039,-18.062765,-18.268192,-18.477247,-18.690828,-18.909777,-19.135,-19.367682,-19.609512,Soma
-14.8603735,-14.886021,-14.916819,-14.953717,-14.997801,-15.0502825,-15.112492,-15.185837,-15.271732,-15.3715,-15.486211,-15.6164875,-15.762293,-15.922756,-16.096138,-16.280031,-16.471827,-16.669289,-16.870974,-17.076256,-17.285017,-17.497244,-17.71278,-17.931288,-18.152369,-18.375732,-18.601341,-18.82949,-19.060753,-19.295816,-19.53524,-19.779099,Soma
-14.837444,-14.863788,-14.895444,-14.933406,-14.978809,-15.032939,-15.097212,-15.17315,-15.262321,-15.366235,-15.486198,-15.62312,-15.777279,-15.9481125,-16.134113,-16.332914,-16.541647,-16.75742,-16.977695,-17.200323,-17.423216,-17.644016,-17.8601,-18.069126,-18.269985,-18.463661,-18.653444,-18.844345,-19.042059,-19.252022,-19.478827,-19.725979,Soma
-14.502289,-14.506804,-14.51223,-14.518737,-14.526525,-14.53582,-14.5468855,-14.560016,-14.5755415,-14.593833,-14.615294,-14.640379,-14.66958,-14.703453,-14.742616,-14.787766,-14.839702,-14.8993225,-14.967646,-15.0458,-15.13501,-15.236524,-15.351492,-15.480748,-15.624531,-15.782218,-15.952216,-16.132116,-16.319124,-16.510536,-16.703821,-16.895979,Spine
-13.763361,-13.786558,-13.814454,-13.847932,-13.888016,-13.935873,-13.992814,-14.060277,-14.1398,-14.2329645,-14.341305,-14.466188,-14.608643,-14.76915,-14.947381,-15.141876,-15.349622,-15.565584,-15.782445,-15.991143,-16.182896,-16.352285,-16.499397,-16.628958,-16.747162,-16.858915,-16.967176,-17.073807,-17.1805,-17.289034,-17.401073,-17.517883,Spine
-13.614264,-13.62602,-13.640213,-13.657325,-13.67793,-13.702705,-13.732436,-13.768037,-13.81055,-13.861153,-13.921153,-13.991959,-14.075045,-14.171869,-14.283762,-14.411754,-14.556359,-14.717333,-14.8934555,-15.08245,-15.281145,-15.485886,-15.692996,-15.898915,-16.099815,-16.291197,-16.46839,-16.628298,-16.771101,-16.900265,-17.02076,-17.136915,Spine
-14.693265,-14.718945,-14.74978,-14.786718,-14.830843,-14.883365,-14.945606,-15.018968,-15.104852,-15.204561,-15.319138,-15.449171,-15.594582,-15.754457,-15.927033,-16.109915,-16.300556,-16.496851,-16.69753,-16.902168,-17.110844,-17.323795,-17.541267,-17.763535,-17.99091,-18.223515,-18.460938,-18.702074,-18.945467,-19.189964,-19.43536,-19.682713,Soma
-14.51892,-14.550192,-14.587685,-14.632505,-14.685894,-14.749191,-14.823787,-14.9110155,-15.011985,-15.127314,-15.256773,-15.398857,-15.550419,-15.706618,-15.861532,-16.00957,-16.147236,-16.274199,-16.392859,-16.506807,-16.619322,-16.732618,-16.847807,-16.965101,-17.084057,-17.203787,-17.323135,-17.440853,-17.555828,-17.667324,-17.775076,-17.879103,Shaft
-13.135429,-13.1481495,-13.163457,-13.181848,-13.203894,-13.230249,-13.261653,-13.29892,-13.342918,-13.394541,-13.454639,-13.523943,-13.602944,-13.6917715,-13.790085,-13.897069,-14.0116005,-14.132691,-14.260143,-14.395214,-14.540927,-14.70176,-14.882789,-15.088598,-15.322249,-15.584198,-15.870871,-16.17291,-16.474308,-16.7551,-16.99908,-17.20177,Spine
-14.984607,-15.003171,-15.025335,-15.051708,-15.082951,-15.119767,-15.162872,-15.212939,-15.270532,-15.336008,-15.409413,-15.490371,-15.57801,-15.670993,-15.767666,-15.866358,-15.965731,-16.065058,-16.164265,-16.26372,-16.363878,-16.464935,-16.566647,-16.66832,-16.768969,-16.867525,-16.963028,-17.054844,-17.142942,-17.228144,-17.31217,-17.397377,Shaft
-14.361068,-14.372024,-14.385025,-14.400379,-14.418407,-14.439428,-14.463733,-14.4915495,-14.523007,-14.558089,-14.596595,-14.638135,-14.682165,-14.728093,-14.775455,-14.824105,-14.874358,-14.926974,-14.982953,-15.043214,-15.108296,-15.178238,-15.252678,-15.331125,-15.4133,-15.499411,-15.5902815,-15.687213,-15.791633,-15.904637,-16.026585,-16.156765,Spine
-13.83157,-13.847441,-13.866303,-13.888616,-13.914856,-13.9454975,-13.980963,-14.0215645,-14.067426,-14.118387,-14.173921,-14.233086,-14.294585,-14.356986,-14.41912,-14.480583,-14.542161,-14.605927,-14.674954,-14.752768,-14.842849,-14.948407,-15.072399,-15.217628,-15.386711,-15.581834,-15.804174,-16.05288,-16.323507,-16.606188,-16.884817,-17.139763,Spine
-14.401944,-14.425579,-14.453799,-14.487375,-14.527142,-14.573977,-14.628756,-14.692269,-14.765126,-14.847603,-14.939489,-15.0399475,-15.147472,-15.260034,-15.375469,-15.492073,-15.609122,-15.7270355,-15.847002,-15.970286,-16.097572,-16.228682,-16.36268,-16.498276,-16.63427,-16.769846,-16.904484,-17.03756,-17.16792,-17.293837,-17.413486,-17.525732,Spine
-14.59052,-14.605182,-14.6226,-14.643202,-14.66744,-14.695776,-14.72865,-14.766451,-14.809469,-14.857858,-14.911597,-14.970499,-15.034263,-15.102587,-15.175346,-15.252755,-15.335442,-15.424377,-15.520642,-15.625112,-15.738178,-15.859613,-15.988593,-16.123842,-16.263767,-16.406425,-16.549269,-16.688879,-16.821224,-16.942753,-17.051903,-17.149942,Spine
-14.52953,-14.552401,-14.579725,-14.612258,-14.6508255,-14.696309,-14.749603,-14.811552,-14.882861,-14.963968,-15.054901,-15.155131,-15.263478,-15.378118,-15.496764,-15.616991,-15.736604,-15.853904,-15.967774,-16.077662,-16.183558,-16.286009,-16.386051,-16.485115,-16.584911,-16.687294,-16.794025,-16.906446,-17.025152,-17.14988,-17.279518,-17.412186,Shaft
-14.614357,-14.617448,-14.621162,-14.625617,-14.630952,-14.637328,-14.644934,-14.65399,-14.664755,-14.677533,-14.692689,-14.710658,-14.731973,-14.757278,-14.787358,-14.823154,-14.865785,-14.9165535,-14.976966,-15.048736,-15.133784,-15.234209,-15.352187,-15.489767,-15.648455,-15.828529,-16.028004,-16.24135,-16.458557,-16.665781,-16.848927,-16.999342,Spine
-13.703882,-13.708782,-13.714641,-13.721628,-13.729939,-13.739793,-13.751435,-13.765146,-13.781239,-13.800073,-13.82207,-13.847741,-13.877716,-13.912794,-13.953995,-14.002601,-14.060208,-14.128745,-14.2105055,-14.308169,-14.424837,-14.564041,-14.729702,-14.925954,-15.156743,-15.42499,-15.731028,-16.069967,-16.428131,-16.780697,-17.096107,-17.350784,Spine
-13.850117,-13.875601,-13.906287,-13.943174,-13.987419,-14.040347,-14.103446,-14.178347,-14.266763,-14.37039,-14.490721,-14.628763,-14.784633,-14.957045,-15.142819,-15.3366785,-15.531761,-15.721127,-15.899836,-16.066284,-16.2216,-16.367512,-16.504505,-16.63167,-16.748032,-16.853926,-16.951431,-17.043861,-17.134956,-17.228159,-17.326174,-17.430761,Spine
-14.524014,-14.538343,-14.555581,-14.5762825,-14.60109,-14.630741,-14.666071,-14.708009,-14.757567,-14.81582,-14.883853,-14.962719,-15.05334,-15.15642,-15.272324,-15.400958,-15.541678,-15.693197,-15.853548,-16.020092,-16.189602,-16.358479,-16.523134,-16.680487,-16.828434,-16.96606,-17.09342,-17.211025,-17.319534,-17.419928,-17.513828,-17.603397,Spine
-15.113708,-15.134212,-15.158661,-15.187704,-15.222047,-15.26243,-15.309595,-15.364233,-15.426915,-15.498005,-15.577571,-15.66532,-15.760574,-15.862329,-15.96937,-16.080397,-16.194006,-16.308496,-16.42153,-16.529936,-16.629976,-16.718231,-16.79283,-16.854357,-16.905752,-16.951134,-16.994307,-17.03778,-17.082691,-17.129234,-17.177137,-17.2259,Shaft
-14.964083,-14.98998,-15.021079,-15.058342,-15.10286,-15.155861,-15.218683,-15.292741,-15.37945,-15.480114,-15.595752,-15.726883,-15.873276,-16.033731,-16.206007,-16.387007,-16.573275,-16.761684,-16.950014,-17.137156,-17.322933,-17.507776,-17.692451,-17.87786,-18.06486,-18.254124,-18.446053,-18.64076,-18.838074,-19.037569,-19.238764,-19.44157,Soma
-15.3101845,-15.329423,-15.35237,-15.379639,-15.411891,-15.4498205,-15.494112,-15.545387,-15.604119,-15.6705265,-15.744454,-15.825259,-15.911754,-16.002258,-16.094818,-16.187578,-16.279198,-16.369144,-16.45772,-16.545776,-16.634314,-16.724098,-16.81547,-16.908318,-17.00216,-17.096218,-17.189518,-17.281067,-17.370155,-17.45665,-17.541075,-17.624405,Shaft
-14.607681,-14.615334,-14.624523,-14.635536,-14.648702,-14.664394,-14.683037,-14.705094,-14.731072,-14.761504,-14.79694,-14.837924,-14.884977,-14.938574,-14.999127,-15.066986,-15.142448,-15.225803,-15.317377,-15.41758,-15.526913,-15.645915,-15.775059,-15.91462,-16.064608,-16.224735,-16.394428,-16.572699,-16.757854,-16.947113,-17.13647,-17.32108,Spine
-13.4019985,-13.415825,-13.432538,-13.452726,-13.477089,-13.506457,-13.54181,-13.584298,-13.635257,-13.696225,-13.768943,-13.855343,-13.9574995,-14.077519,-14.217352,-14.378424,-14.561056,-14.763557,-14.981028,-15.204212,-15.419522,-15.6119,-15.770947,-15.896621,-15.998956,-16.091778,-16.186327,-16.28891,-16.401836,-16.525164,-16.657818,-16.798107,Spine
-13.248542,-13.277132,-13.311576,-13.353003,-13.402726,-13.462256,-13.533292,-13.617702,-13.717458,-13.834517,-13.970593,-14.126809,-14.303165,-14.497847,-14.706507,-14.921908,-15.134543,-15.334677,-15.515143,-15.673025,-15.808892,-15.924816,-16.023428,-16.108381,-16.184523,-16.256744,-16.328463,-16.401041,-16.474405,-16.548113,-16.622183,-16.69739,Spine
-13.474391,-13.483597,-13.494729,-13.508183,-13.52443,-13.544036,-13.567669,-13.596127,-13.630348,-13.67144,-13.720698,-13.779626,-13.849958,-13.9336605,-14.032917,-14.150067,-14.287478,-14.447292,-14.631008,-14.838841,-15.068852,-15.316036,-15.571888,-15.825375,-16.065865,-16.28688,-16.487793,-16.671976,-16.843578,-17.005714,-17.16033,-17.308239,Spine
-14.213907,-14.236319,-14.26323,-14.295471,-14.333982,-14.379816,-14.4341135,-14.498069,-14.572847,-14.659478,-14.758669,-14.870579,-14.994553,-15.128883,-15.270754,-15.416518,-15.562428,-15.705651,-15.845098,-15.981521,-16.116768,-16.2526,-16.389736,-16.527563,-16.66444,-16.798256,-16.926842,-17.0482,-17.160719,-17.263432,-17.356277,-17.440264,Spine
-14.091108,-14.099154,-14.108862,-14.12056,-14.134641,-14.151564,-14.171868,-14.196184,-14.225238,-14.259871,-14.301044,-14.349854,-14.407541,-14.475496,-14.55527,-14.648553,-14.757144,-14.882868,-15.027423,-15.192153,-15.377707,-15.583591,-15.807626,-16.045336,-16.289526,-16.530521,-16.757744,-16.962605,-17.141245,-17.295153,-17.429523,-17.550926,Spine
-13.813458,-13.828144,-13.845861,-13.867212,-13.892906,-13.923775,-13.96079,-14.005073,-14.057908,-14.120746,-14.195199,-14.283025,-14.386077,-14.506229,-14.645229,-14.8044615,-14.984575,-15.184945,-15.402996,-15.633552,-15.86866,-16.098465,-16.313433,-16.50709,-16.677565,-16.826998,-16.959822,-17.081308,-17.19658,-17.30974,-17.423285,-17.538197,Spine
-14.309766,-14.314054,-14.319231,-14.32548,-14.333014,-14.342085,-14.352996,-14.366102,-14.381822,-14.400649,-14.4231615,-14.45004,-14.482082,-14.520224,-14.565559,-14.619364,-14.683106,-14.758457,-14.847256,-14.951455,-15.072989,-15.213559,-15.3743,-15.555317,-15.755103,-15.969941,-16.193594,-16.417753,-16.633696,-16.834856,-17.019037,-17.188757,Spine
-14.8521,-14.8811,-14.915727,-14.956916,-15.005675,-15.0630455,-15.130023,-15.20744,-15.29579,-15.394985,-15.504096,-15.621113,-15.7429085,-15.865579,-15.985253,-16.099192,-16.206583,-16.30851,-16.40709,-16.504396,-16.601881,-16.700369,-16.800333,-16.902163,-17.006342,-17.113543,-17.224646,-17.340614,-17.462276,-17.590067,-17.723827,-17.862701,Shaft
-13.359828,-13.372254,-13.3870735,-13.404685,-13.425534,-13.450106,-13.478916,-13.5125065,-13.551438,-13.596291,-13.647678,-13.706302,-13.773027,-13.849015,-13.935866,-14.035764,-14.151541,-14.286662,-14.445087,-14.6310625,-14.848818,-15.102095,-15.393281,-15.721809,-16.081478,-16.456972,-16.822084,-17.145443,-17.406149,-17.606112,-17.763405,-17.896196,Spine
-13.416645,-13.431652,-13.449766,-13.471609,-13.497916,-13.529552,-13.567534,-13.613042,-13.667438,-13.732277,-13.809315,-13.900499,-14.007942,-14.133855,-14.280422,-14.449569,-14.642539,-14.859229,-15.097179,-15.350342,-15.608178,-15.85636,-16.080494,-16.272087,-16.432362,-16.570127,-16.695923,-16.817602,-16.939365,-17.062725,-17.18768,-17.313538,Spine
-13.843515,-13.852252,-13.862807,-13.875546,-13.890907,-13.909404,-13.931644,-13.958339,-13.990309,-14.028503,-14.0739975,-14.127995,-14.191818,-14.266882,-14.354642,-14.4565115,-14.573724,-14.707127,-14.856897,-15.022196,-15.2008,-15.388885,-15.581135,-15.77136,-15.953584,-16.12322,-16.27781,-16.416908,-16.54125,-16.651693,-16.748817,-16.833284,Spine
-14.744266,-14.75528,-14.768343,-14.783758,-14.801841,-14.822891,-14.847174,-14.87487,-14.906032,-14.940512,-14.977907,-15.017516,-15.058341,-15.099165,-15.138722,-15.1759405,-15.210182,-15.241387,-15.270046,-15.29701,-15.323249,-15.34967,-15.377089,-15.406305,-15.438228,-15.473939,-15.514706,-15.56192,-15.617041,-15.681533,-15.756823,-15.844216,Spine
-13.23157,-13.251561,-13.275634,-13.304572,-13.339288,-13.38083,-13.430385,-13.489266,-13.558888,-13.640708,-13.736122,-13.846308,-13.971995,-14.113153,-14.268641,-14.435904,-14.61089,-14.788447,-14.963314,-15.131493,-15.291323,-15.443548,-15.590318,-15.733813,-15.87527,-16.014704,-16.151268,-16.284046,-16.412987,-16.539309,-16.664938,-16.791178,Spine
-14.5581665,-14.569272,-14.582535,-14.598321,-14.617037,-14.639124,-14.665042,-14.69526,-14.730226,-14.770337,-14.815916,-14.867181,-14.924248,-14.987157,-15.055936,-15.13067,-15.211542,-15.29876,-15.392327,-15.491669,-15.595242,-15.700329,-15.803243,-15.900077,-15.987912,-16.065996,-16.136194,-16.202301,-16.2686,-16.338491,-16.413836,-16.494951,Shaft
-13.7429,-13.75523,-13.770106,-13.788034,-13.809613,-13.8355465,-13.866657,-13.903899,-13.948373,-14.001335,-14.0641985,-14.1385355,-14.226052,-14.328549,-14.447832,-14.585558,-14.742988,-14.920615,-15.117685,-15.331689,-15.558057,-15.790371,-16.021236,-16.243414,-16.450336,-16.635704,-16.793592,-16.920605,-17.018768,-17.095669,-17.161,-17.222683,Spine
-13.823304,-13.8382845,-13.856116,-13.8772545,-13.902183,-13.931397,-13.965378,-14.004538,-14.049165,-14.099356,-14.1549425,-14.215449,-14.280115,-14.348021,-14.41834,-14.490687,-14.565447,-14.64393,-14.728274,-14.821092,-14.925034,-15.042412,-15.174932,-15.323504,-15.488075,-15.66747,-15.859357,-16.060463,-16.26713,-16.476,-16.684418,-16.89021,Spine
-14.654168,-14.658061,-14.6627245,-14.668298,-14.674942,-14.682842,-14.692208,-14.703279,-14.716327,-14.731666,-14.7496605,-14.770744,-14.795435,-14.824362,-14.85829,-14.898136,-14.944985,-15.000094,-15.064892,-15.140984,-15.230152,-15.334343,-15.455616,-15.596031,-15.757421,-15.940984,-16.146631,-16.372019,-16.611406,-16.85491,-17.089266,-17.3011,Spine
-14.529064,-14.5498,-14.57461,-14.604203,-14.639372,-14.680974,-14.729909,-14.787077,-14.853304,-14.929259,-15.015332,-15.111522,-15.217344,-15.331823,-15.453601,-15.581159,-15.713052,-15.847982,-15.984564,-16.120857,-16.254045,-16.380688,-16.497774,-16.604088,-16.701038,-16.792202,-16.881899,-16.973667,-17.069496,-17.16991,-17.274523,-17.3826,Shaft
-14.422237,-14.429874,-14.43891,-14.449548,-14.462001,-14.476482,-14.493198,-14.512335,-14.534051,-14.558478,-14.585735,-14.615959,-14.649366,-14.686325,-14.727436,-14.773588,-14.825964,-14.886005,-14.955348,-15.035777,-15.129211,-15.237704,-15.36342,-15.508537,-15.675043,-15.864332,-16.07654,-16.30955,-16.557737,-16.811043,-17.055552,-17.276821,Spine
-13.43194,-13.445192,-13.461128,-13.480255,-13.5031595,-13.53051,-13.563059,-13.601634,-13.647123,-13.700441,-13.762479,-13.83403,-13.915692,-14.007749,-14.110047,-14.221922,-14.34219,-14.469313,-14.601736,-14.738359,-14.878957,-15.024299,-15.175828,-15.335008,-15.50265,-15.678567,-15.861605,-16.049946,-16.24147,-16.434008,-16.625343,-16.813053,Spine
-13.632217,-13.6440325,-13.658237,-13.675286,-13.695704,-13.720101,-13.74917,-13.783698,-13.824566,-13.872752,-13.929331,-13.995471,-14.072432,-14.161555,-14.264236,-14.381866,-14.515698,-14.666625,-14.834844,-15.019437,-15.217999,-15.426528,-15.639894,-15.85299,-16.062162,-16.265892,-16.464083,-16.656559,-16.842367,-17.020655,-17.192102,-17.359232,Spine
-14.508438,-14.521869,-14.538021,-14.557409,-14.5806265,-14.608349,-14.641336,-14.680415,-14.726463,-14.780359,-14.842913,-14.914754,-14.996173,-15.086909,-15.18592,-15.291159,-15.399514,-15.507039,-15.60961,-15.703942,-15.788604,-15.864512,-15.934664,-16.003263,-16.074696,-16.15266,-16.239708,-16.337183,-16.445425,-16.564001,-16.691845,-16.82742,Spine
-14.613177,-14.629062,-14.647974,-14.670402,-14.696864,-14.7279,-14.764031,-14.805723,-14.853315,-14.906956,-14.966512,-15.031513,-15.101125,-15.174204,-15.249445,-15.325608,-15.40175,-15.47738,-15.552489,-15.627452,-15.702882,-15.779489,-15.8579445,-15.938749,-16.022099,-16.107803,-16.195288,-16.283697,-16.372185,-16.460365,-16.548918,-16.640005,Shaft
